Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-07-27 11:30:58.418 +0530,"Success",0:00:58,0,0,0,"20160727_113058.418/LogFile.txt","","",1
2016-07-27 12:43:13.641 +0530,"Success",0:01:00,0,0,0,"20160727_124313.641/LogFile.txt","","",1
