Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-08-02 14:15:08.860 +0530,"Success",0:00:41,0,0,0,"20160802_141508.860/LogFile.txt","","",1
