Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-07-27 17:44:45.715 +0530,"Failure",0:01:27,1,0,1,"20160727_174445.715/LogFile.txt","","Image Not Found -- waitfor Error - Unable To Find Any Image On Screen ""Remove Button"" within 10.00 seconds",0
2016-07-27 17:46:32.924 +0530,"Success",0:01:06,0,0,0,"20160727_174632.924/LogFile.txt","","",1
