Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-08-02 15:07:13.594 +0530,"Success",0:01:01,0,0,0,"20160802_150713.594/LogFile.txt","","",3
