Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-07-27 17:42:18.312 +0530,"Success",0:02:17,0,0,0,"20160727_174218.312/LogFile.txt","","",2
