Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-07-27 17:28:03.572 +0530,"Success",0:02:13,0,0,0,"20160727_172803.572/LogFile.txt","","",2
