Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-08-02 14:26:59.212 +0530,"Success",0:01:04,0,0,0,"20160802_142659.212/LogFile.txt","","",4
