Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-08-02 11:43:41.393 +0530,"Success",0:00:59,0,0,0,"20160802_114341.393/LogFile.txt","","",1
2016-08-02 15:25:36.849 +0530,"Success",0:00:59,0,0,0,"20160802_152536.849/LogFile.txt","","",1
